row,Cancer,Year,Sex,State,Incident,Incident _Crude_rate_100k,Mortality,Mortality_Crude_rate_100k,Gender,Population
599,Non-melanoma skin cancer (rare types),2015,Males,Tasmania,10,3.9,3,n.p.,Male,255551
600,Non-melanoma skin cancer (rare types),2015,Males,Australian Capital Territory,5,2.8,1,n.p.,Male,197696
601,Non-melanoma skin cancer (rare types),2015,Males,Northern Territory,2,n.p.,1,n.p.,Male,127914
602,Non-melanoma skin cancer (rare types),2015,Males,,598,5.1,109,0.9,Male,11904308
603,Non-melanoma skin cancer (rare types),2015,Females,New South Wales,136,3.5,22,0.6,Female,3868112
604,Non-melanoma skin cancer (rare types),2015,Females,Victoria,39,1.3,14,0.5,Female,3081673
605,Non-melanoma skin cancer (rare types),2015,Females,Queensland,82,3.4,6,0.2,Female,2419586
606,Non-melanoma skin cancer (rare types),2015,Females,Western Australia,44,3.5,6,0.5,Female,1268953
607,Non-melanoma skin cancer (rare types),2015,Females,South Australia,15,1.7,2,n.p.,Female,862235
608,Non-melanoma skin cancer (rare types),2015,Females,Tasmania,14,5.4,1,n.p.,Female,260242
609,Non-melanoma skin cancer (rare types),2015,Females,Australian Capital Territory,1,n.p.,0,n.p.,Female,201178
610,Non-melanoma skin cancer (rare types),2015,Females,Northern Territory,0,n.p.,0,n.p.,Female,117123
611,Non-melanoma skin cancer (rare types),2015,Females,,332,2.8,52,0.4,Female,12080273
612,Non-melanoma skin cancer (rare types),2015,Persons,New South Wales,387,5.1,60,0.8,Person,7671401
613,Non-melanoma skin cancer (rare types),2015,Persons,Victoria,118,2.0,40,0.7,Person,6093049
614,Non-melanoma skin cancer (rare types),2015,Persons,Queensland,220,4.6,31,0.6,Person,4804933
615,Non-melanoma skin cancer (rare types),2015,Persons,Western Australia,125,4.9,16,0.6,Person,2547745
616,Non-melanoma skin cancer (rare types),2015,Persons,South Australia,45,2.6,8,0.5,Person,1705937
617,Non-melanoma skin cancer (rare types),2015,Persons,Tasmania,24,4.7,4,n.p.,Person,515697
618,Non-melanoma skin cancer (rare types),2015,Persons,Australian Capital Territory,7,1.7,1,n.p.,Person,398874
619,Non-melanoma skin cancer (rare types),2015,Persons,Northern Territory,2,n.p.,1,n.p.,Person,244692
620,Non-melanoma skin cancer (rare types),2015,Persons,,930,3.9,161,0.7,Person,23984581
621,Non-melanoma skin cancer (rare types),2016,Males,New South Wales,260,6.8,42,1.1,Male,3865361
622,Non-melanoma skin cancer (rare types),2016,Males,Victoria,92,3.0,15,0.5,Male,3082379
623,Non-melanoma skin cancer (rare types),2016,Males,Queensland,157,6.5,28,1.2,Male,2421215
624,Non-melanoma skin cancer (rare types),2016,Males,Western Australia,71,5.5,13,1.0,Male,1288303
625,Non-melanoma skin cancer (rare types),2016,Males,South Australia,38,4.5,8,0.9,Male,849914
626,Non-melanoma skin cancer (rare types),2016,Males,Tasmania,11,4.3,0,0.0,Male,258456
627,Non-melanoma skin cancer (rare types),2016,Males,Australian Capital Territory,6,2.9,1,n.p.,Male,202502
628,Non-melanoma skin cancer (rare types),2016,Males,Northern Territory,2,n.p.,0,n.p.,Male,128021
629,Non-melanoma skin cancer (rare types),2016,Males,,638,5.3,107,0.9,Male,12098143
630,Non-melanoma skin cancer (rare types),2016,Females,New South Wales,144,3.7,22,0.6,Female,3930264
631,Non-melanoma skin cancer (rare types),2016,Females,Victoria,49,1.6,15,0.5,Female,3153402
632,Non-melanoma skin cancer (rare types),2016,Females,Queensland,76,3.1,15,0.6,Female,2461724
633,Non-melanoma skin cancer (rare types),2016,Females,Western Australia,55,4.3,6,0.5,Female,1281303
634,Non-melanoma skin cancer (rare types),2016,Females,South Australia,13,1.5,2,n.p.,Female,869666
635,Non-melanoma skin cancer (rare types),2016,Females,Tasmania,3,n.p.,1,n.p.,Female,263525
636,Non-melanoma skin cancer (rare types),2016,Females,Australian Capital Territory,2,n.p.,1,n.p.,Female,206376
637,Non-melanoma skin cancer (rare types),2016,Females,Northern Territory,0,n.p.,0,n.p.,Female,118539
638,Non-melanoma skin cancer (rare types),2016,Females,,344,2.8,62,0.5,Female,12286921
639,Non-melanoma skin cancer (rare types),2016,Persons,New South Wales,404,5.2,64,0.8,Person,7795625
640,Non-melanoma skin cancer (rare types),2016,Persons,Victoria,141,2.3,30,0.5,Person,6235781
641,Non-melanoma skin cancer (rare types),2016,Persons,Queensland,233,4.8,43,0.9,Person,4882939
642,Non-melanoma skin cancer (rare types),2016,Persons,Western Australia,126,4.9,19,0.7,Person,2569606
643,Non-melanoma skin cancer (rare types),2016,Persons,South Australia,51,3.0,10,0.6,Person,1719580
644,Non-melanoma skin cancer (rare types),2016,Persons,Tasmania,14,2.7,1,n.p.,Person,521981
645,Non-melanoma skin cancer (rare types),2016,Persons,Australian Capital Territory,7,1.8,2,n.p.,Person,408878
646,Non-melanoma skin cancer (rare types),2016,Persons,Northern Territory,3,n.p.,1,n.p.,Person,246443
647,Non-melanoma skin cancer (rare types),2016,Persons,,982,4.1,169,0.7,Person,24385064
648,Non-melanoma skin cancer (rare types),2017,Males,New South Wales,300,7.7,46,1.2,Male,3921301
649,Non-melanoma skin cancer (rare types),2017,Males,Victoria,151,4.8,19,0.6,Male,3144429
650,Non-melanoma skin cancer (rare types),2017,Males,Queensland,171,7.0,26,1.1,Male,2458389
651,Non-melanoma skin cancer (rare types),2017,Males,Western Australia,73,5.6,6,0.5,Male,1302076
652,Non-melanoma skin cancer (rare types),2017,Males,South Australia,29,3.4,7,0.8,Male,857807
653,Non-melanoma skin cancer (rare types),2017,Males,Tasmania,12,4.6,3,n.p.,Male,263305
654,Non-melanoma skin cancer (rare types),2017,Males,Australian Capital Territory,6,2.8,1,n.p.,Male,207866
655,Non-melanoma skin cancer (rare types),2017,Males,Northern Territory,3,n.p.,0,n.p.,Male,128104
656,Non-melanoma skin cancer (rare types),2017,Males,,744,6.1,109,0.9,Male,12284961
657,Non-melanoma skin cancer (rare types),2017,Females,New South Wales,133,3.4,27,0.7,Female,3979645
658,Non-melanoma skin cancer (rare types),2017,Females,Victoria,76,2.4,11,0.3,Female,3213781
659,Non-melanoma skin cancer (rare types),2017,Females,Queensland,98,3.9,18,0.7,Female,2502576
660,Non-melanoma skin cancer (rare types),2017,Females,Western Australia,49,3.8,5,0.4,Female,1297852
661,Non-melanoma skin cancer (rare types),2017,Females,South Australia,20,2.3,5,0.6,Female,877847
662,Non-melanoma skin cancer (rare types),2017,Females,Tasmania,9,3.4,1,n.p.,Female,268256
663,Non-melanoma skin cancer (rare types),2017,Females,Australian Capital Territory,1,n.p.,1,n.p.,Female,212360
664,Non-melanoma skin cancer (rare types),2017,Females,Northern Territory,0,n.p.,0,n.p.,Female,119647
665,Non-melanoma skin cancer (rare types),2017,Females,,387,3.1,68,0.5,Female,12474057
666,Non-melanoma skin cancer (rare types),2017,Persons,New South Wales,433,5.5,73,0.9,Person,7900946
667,Non-melanoma skin cancer (rare types),2017,Persons,Victoria,227,3.6,30,0.5,Person,6358210
668,Non-melanoma skin cancer (rare types),2017,Persons,Queensland,269,5.5,44,0.9,Person,4960965
669,Non-melanoma skin cancer (rare types),2017,Persons,Western Australia,122,4.7,11,0.4,Person,2599928
670,Non-melanoma skin cancer (rare types),2017,Persons,South Australia,49,2.8,12,0.7,Person,1735654
671,Non-melanoma skin cancer (rare types),2017,Persons,Tasmania,21,4.0,4,n.p.,Person,531561
672,Non-melanoma skin cancer (rare types),2017,Persons,Australian Capital Territory,7,1.8,2,n.p.,Person,420226
673,Non-melanoma skin cancer (rare types),2017,Persons,Northern Territory,3,n.p.,1,n.p.,Person,247514
674,Non-melanoma skin cancer (rare types),2017,Persons,,"1,131",4.6,177,0.7,Person,24759018
675,Non-melanoma skin cancer (rare types),2018,Males,New South Wales,272,6.9,43,1.1,Male,3976266
676,Non-melanoma skin cancer (rare types),2018,Males,Victoria,95,3.0,25,0.8,Male,3207192
677,Non-melanoma skin cancer (rare types),2018,Males,Queensland,148,6.0,24,1.0,Male,2499842
678,Non-melanoma skin cancer (rare types),2018,Males,Western Australia,63,4.8,10,0.8,Male,1319834
679,Non-melanoma skin cancer (rare types),2018,Males,South Australia,31,3.6,5,0.6,Male,867603
680,Non-melanoma skin cancer (rare types),2018,Males,Tasmania,17,6.4,2,n.p.,Male,268840
681,Non-melanoma skin cancer (rare types),2018,Males,Australian Capital Territory,5,2.4,1,n.p.,Male,212822
682,Non-melanoma skin cancer (rare types),2018,Males,Northern Territory,3,n.p.,0,n.p.,Male,127221
683,Non-melanoma skin cancer (rare types),2018,Males,,630,5.1,112,0.9,Male,12481024
684,Non-melanoma skin cancer (rare types),2018,Females,New South Wales,175,4.4,22,0.5,Female,4027298
685,Non-melanoma skin cancer (rare types),2018,Females,Victoria,50,1.5,15,0.5,Female,3272503
686,Non-melanoma skin cancer (rare types),2018,Females,Queensland,74,2.9,13,0.5,Female,2546592
687,Non-melanoma skin cancer (rare types),2018,Females,Western Australia,40,3.1,4,n.p.,Female,1316570
688,Non-melanoma skin cancer (rare types),2018,Females,South Australia,16,1.8,5,0.6,Female,888112
689,Non-melanoma skin cancer (rare types),2018,Females,Tasmania,7,2.6,1,n.p.,Female,274087
690,Non-melanoma skin cancer (rare types),2018,Females,Australian Capital Territory,2,n.p.,0,n.p.,Female,217936
691,Non-melanoma skin cancer (rare types),2018,Females,Northern Territory,1,n.p.,0,n.p.,Female,119997
692,Non-melanoma skin cancer (rare types),2018,Females,,367,2.9,60,0.5,Female,12665116
693,Non-melanoma skin cancer (rare types),2018,Persons,New South Wales,447,5.6,65,0.8,Person,8003564
694,Non-melanoma skin cancer (rare types),2018,Persons,Victoria,145,2.3,40,0.6,Person,6479695
695,Non-melanoma skin cancer (rare types),2018,Persons,Queensland,222,4.4,37,0.7,Person,5046434
696,Non-melanoma skin cancer (rare types),2018,Persons,Western Australia,103,3.9,14,0.5,Person,2636404
697,Non-melanoma skin cancer (rare types),2018,Persons,South Australia,47,2.7,10,0.6,Person,1755715
698,Non-melanoma skin cancer (rare types),2018,Persons,Tasmania,24,4.5,3,n.p.,Person,542927
699,Non-melanoma skin cancer (rare types),2018,Persons,Australian Capital Territory,7,1.7,2,n.p.,Person,430758
700,Non-melanoma skin cancer (rare types),2018,Persons,Northern Territory,3,n.p.,1,n.p.,Person,247095
701,Non-melanoma skin cancer (rare types),2018,Persons,,997,4.0,172,0.7,Person,25146140
702,Non-melanoma skin cancer (rare types),2019,Males,New South Wales,336,8.4,54,1.4,Male,4019498
703,Non-melanoma skin cancer (rare types),2019,Males,Victoria,157,4.9,20,0.6,Male,3262240
704,Non-melanoma skin cancer (rare types),2019,Males,Queensland,210,8.3,38,1.5,Male,2540680
705,Non-melanoma skin cancer (rare types),2019,Males,Western Australia,86,6.5,6,0.5,Male,1345064
706,Non-melanoma skin cancer (rare types),2019,Males,South Australia,32,3.7,3,n.p.,Male,878768
707,Non-melanoma skin cancer (rare types),2019,Males,Tasmania,16,5.9,3,n.p.,Male,273893
708,Non-melanoma skin cancer (rare types),2019,Males,Australian Capital Territory,5,2.6,2,n.p.,Male,217500
709,Non-melanoma skin cancer (rare types),2019,Males,Northern Territory,2,n.p.,0,n.p.,Male,126289
710,Non-melanoma skin cancer (rare types),2019,Males,,845,6.7,127,1.0,Male,12665662
711,Non-melanoma skin cancer (rare types),2019,Females,New South Wales,147,3.6,23,0.6,Female,4068863
712,Non-melanoma skin cancer (rare types),2019,Females,Victoria,87,2.6,12,0.4,Female,3327810
713,Non-melanoma skin cancer (rare types),2019,Females,Queensland,109,4.2,10,0.4,Female,2589061
714,Non-melanoma skin cancer (rare types),2019,Females,Western Australia,40,3.0,7,0.5,Female,1343735
715,Non-melanoma skin cancer (rare types),2019,Females,South Australia,13,1.5,3,n.p.,Female,900160
716,Non-melanoma skin cancer (rare types),2019,Females,Tasmania,7,2.5,0,0.0,Female,279447
717,Non-melanoma skin cancer (rare types),2019,Females,Australian Capital Territory,2,n.p.,0,n.p.,Female,222767
718,Non-melanoma skin cancer (rare types),2019,Females,Northern Territory,1,n.p.,0,n.p.,Female,120727
719,Non-melanoma skin cancer (rare types),2019,Females,,406,3.2,56,0.4,Female,12854806
720,Non-melanoma skin cancer (rare types),2019,Persons,New South Wales,483,6.0,77,1.0,Person,8088361
721,Non-melanoma skin cancer (rare types),2019,Persons,Victoria,244,3.7,32,0.5,Person,6590050
722,Non-melanoma skin cancer (rare types),2019,Persons,Queensland,319,6.3,48,0.9,Person,5129741
723,Non-melanoma skin cancer (rare types),2019,Persons,Western Australia,126,4.7,13,0.5,Person,2688799
724,Non-melanoma skin cancer (rare types),2019,Persons,South Australia,45,2.5,6,0.3,Person,1778928
725,Non-melanoma skin cancer (rare types),2019,Persons,Tasmania,23,4.2,3,n.p.,Person,553340
726,Non-melanoma skin cancer (rare types),2019,Persons,Australian Capital Territory,8,1.9,2,n.p.,Person,440267
727,Non-melanoma skin cancer (rare types),2019,Persons,Northern Territory,3,n.p.,1,n.p.,Person,246677
728,Non-melanoma skin cancer (rare types),2019,Persons,,"1,251",4.9,183,0.7,Person,25520468
729,Non-melanoma skin cancer (rare types),2020,Males,New South Wales,397,9.8,41,1.0,Male,4031001
730,Non-melanoma skin cancer (rare types),2020,Males,Victoria,167,5.1,30,0.9,Male,3274653
731,Non-melanoma skin cancer (rare types),2020,Males,Queensland,214,8.4,28,1.1,Male,2568499
732,Non-melanoma skin cancer (rare types),2020,Males,Western Australia,86,6.3,11,0.8,Male,1364994
733,Non-melanoma skin cancer (rare types),2020,Males,South Australia,50,5.7,11,1.2,Male,886475
734,Non-melanoma skin cancer (rare types),2020,Males,Tasmania,9,3.3,6,2.2,Male,278353
735,Non-melanoma skin cancer (rare types),2020,Males,Australian Capital Territory,5,2.4,2,n.p.,Male,220886
736,Non-melanoma skin cancer (rare types),2020,Males,Northern Territory,2,n.p.,0,n.p.,Male,126133
737,Non-melanoma skin cancer (rare types),2020,Males,,929,7.3,128,1.0,Male,12728639
738,Non-melanoma skin cancer (rare types),2020,Females,New South Wales,178,4.4,34,0.8,Female,4081000
739,Non-melanoma skin cancer (rare types),2020,Females,Victoria,69,2.1,23,0.7,Female,3341983
740,Non-melanoma skin cancer (rare types),2020,Females,Queensland,104,4.0,20,0.8,Female,2615830
741,Non-melanoma skin cancer (rare types),2020,Females,Western Australia,30,2.2,4,n.p.,Female,1363193
742,Non-melanoma skin cancer (rare types),2020,Females,South Australia,18,2.0,2,n.p.,Female,908039
743,Non-melanoma skin cancer (rare types),2020,Females,Tasmania,11,3.9,5,1.8,Female,283528
744,Non-melanoma skin cancer (rare types),2020,Females,Australian Capital Territory,2,n.p.,1,n.p.,Female,226764
745,Non-melanoma skin cancer (rare types),2020,Females,Northern Territory,1,n.p.,0,n.p.,Female,121772
746,Non-melanoma skin cancer (rare types),2020,Females,,410,3.2,89,0.7,Female,12920609
747,Non-melanoma skin cancer (rare types),2020,Persons,New South Wales,575,7.1,75,0.9,Person,8112001
748,Non-melanoma skin cancer (rare types),2020,Persons,Victoria,236,3.6,53,0.8,Person,6616636
749,Non-melanoma skin cancer (rare types),2020,Persons,Queensland,318,6.2,48,0.9,Person,5184329
750,Non-melanoma skin cancer (rare types),2020,Persons,Western Australia,116,4.3,15,0.6,Person,2728187
751,Non-melanoma skin cancer (rare types),2020,Persons,South Australia,68,3.8,13,0.7,Person,1794514
752,Non-melanoma skin cancer (rare types),2020,Persons,Tasmania,20,3.6,11,2.0,Person,561881
753,Non-melanoma skin cancer (rare types),2020,Persons,Australian Capital Territory,7,1.7,2,n.p.,Person,447650
754,Non-melanoma skin cancer (rare types),2020,Persons,Northern Territory,2,n.p.,1,n.p.,Person,247819
755,Non-melanoma skin cancer (rare types),2020,Persons,,"1,339",5.2,217,0.8,Person,25649248
