row,Cancer,Year,Sex,Age,Risk,Risk_1_X),Type
1449,Non-melanoma skin cancer (rare types),2014,Females,before age 30,0.0037,n.p.,Diagnosis
1451,Non-melanoma skin cancer (rare types),2014,Females,before age 40,0.008,n.p.,Diagnosis
1453,Non-melanoma skin cancer (rare types),2014,Females,before age 50,0.0172,"5,803",Diagnosis
1455,Non-melanoma skin cancer (rare types),2014,Females,before age 60,0.0308,"3,247",Diagnosis
1457,Non-melanoma skin cancer (rare types),2014,Females,before age 70,0.07,"1,428",Diagnosis
1459,Non-melanoma skin cancer (rare types),2014,Females,before age 80,0.1488,672,Diagnosis
1461,Non-melanoma skin cancer (rare types),2014,Females,before age 90,0.2775,360,Diagnosis
1464,Non-melanoma skin cancer (rare types),2014,Persons,before age 10,0.0,. .,Diagnosis
1466,Non-melanoma skin cancer (rare types),2014,Persons,before age 20,0.0003,n.p.,Diagnosis
1468,Non-melanoma skin cancer (rare types),2014,Persons,before age 30,0.0024,n.p.,Diagnosis
1470,Non-melanoma skin cancer (rare types),2014,Persons,before age 40,0.0067,"14,862",Diagnosis
1472,Non-melanoma skin cancer (rare types),2014,Persons,before age 50,0.0188,"5,327",Diagnosis
1474,Non-melanoma skin cancer (rare types),2014,Persons,before age 60,0.0415,"2,407",Diagnosis
1476,Non-melanoma skin cancer (rare types),2014,Persons,before age 70,0.1018,982,Diagnosis
1478,Non-melanoma skin cancer (rare types),2014,Persons,before age 80,0.2368,422,Diagnosis
1480,Non-melanoma skin cancer (rare types),2014,Persons,before age 90,0.4154,241,Diagnosis
1483,Non-melanoma skin cancer (rare types),2015,Males,before age 10,0.0,. .,Diagnosis
1485,Non-melanoma skin cancer (rare types),2015,Males,before age 20,0.0,. .,Diagnosis
1487,Non-melanoma skin cancer (rare types),2015,Males,before age 30,0.0028,n.p.,Diagnosis
1489,Non-melanoma skin cancer (rare types),2015,Males,before age 40,0.0076,n.p.,Diagnosis
1491,Non-melanoma skin cancer (rare types),2015,Males,before age 50,0.0211,"4,735",Diagnosis
1493,Non-melanoma skin cancer (rare types),2015,Males,before age 60,0.0513,"1,948",Diagnosis
1495,Non-melanoma skin cancer (rare types),2015,Males,before age 70,0.1307,765,Diagnosis
1497,Non-melanoma skin cancer (rare types),2015,Males,before age 80,0.3272,306,Diagnosis
1499,Non-melanoma skin cancer (rare types),2015,Males,before age 90,0.5914,169,Diagnosis
1502,Non-melanoma skin cancer (rare types),2015,Females,before age 10,0.0,. .,Diagnosis
1504,Non-melanoma skin cancer (rare types),2015,Females,before age 20,0.0,. .,Diagnosis
1506,Non-melanoma skin cancer (rare types),2015,Females,before age 30,0.0006,n.p.,Diagnosis
1508,Non-melanoma skin cancer (rare types),2015,Females,before age 40,0.0024,n.p.,Diagnosis
1510,Non-melanoma skin cancer (rare types),2015,Females,before age 50,0.0072,n.p.,Diagnosis
1512,Non-melanoma skin cancer (rare types),2015,Females,before age 60,0.02,"4,998",Diagnosis
1514,Non-melanoma skin cancer (rare types),2015,Females,before age 70,0.0607,"1,648",Diagnosis
1516,Non-melanoma skin cancer (rare types),2015,Females,before age 80,0.147,680,Diagnosis
1518,Non-melanoma skin cancer (rare types),2015,Females,before age 90,0.3019,331,Diagnosis
1521,Non-melanoma skin cancer (rare types),2015,Persons,before age 10,0.0,. .,Diagnosis
1523,Non-melanoma skin cancer (rare types),2015,Persons,before age 20,0.0,. .,Diagnosis
1525,Non-melanoma skin cancer (rare types),2015,Persons,before age 30,0.0017,n.p.,Diagnosis
1527,Non-melanoma skin cancer (rare types),2015,Persons,before age 40,0.005,n.p.,Diagnosis
1529,Non-melanoma skin cancer (rare types),2015,Persons,before age 50,0.0142,"7,060",Diagnosis
1531,Non-melanoma skin cancer (rare types),2015,Persons,before age 60,0.0356,"2,806",Diagnosis
1533,Non-melanoma skin cancer (rare types),2015,Persons,before age 70,0.096,"1,041",Diagnosis
1535,Non-melanoma skin cancer (rare types),2015,Persons,before age 80,0.2385,419,Diagnosis
1537,Non-melanoma skin cancer (rare types),2015,Persons,before age 90,0.4455,224,Diagnosis
1540,Non-melanoma skin cancer (rare types),2016,Males,before age 10,0.0,. .,Diagnosis
1542,Non-melanoma skin cancer (rare types),2016,Males,before age 20,0.0007,n.p.,Diagnosis
1544,Non-melanoma skin cancer (rare types),2016,Males,before age 30,0.0018,n.p.,Diagnosis
1546,Non-melanoma skin cancer (rare types),2016,Males,before age 40,0.0036,n.p.,Diagnosis
1548,Non-melanoma skin cancer (rare types),2016,Males,before age 50,0.0152,"6,599",Diagnosis
1550,Non-melanoma skin cancer (rare types),2016,Males,before age 60,0.0483,"2,072",Diagnosis
1552,Non-melanoma skin cancer (rare types),2016,Males,before age 70,0.1296,771,Diagnosis
1554,Non-melanoma skin cancer (rare types),2016,Males,before age 80,0.3239,309,Diagnosis
1556,Non-melanoma skin cancer (rare types),2016,Males,before age 90,0.6059,165,Diagnosis
1559,Non-melanoma skin cancer (rare types),2016,Females,before age 10,0.0,. .,Diagnosis
1561,Non-melanoma skin cancer (rare types),2016,Females,before age 20,0.0,. .,Diagnosis
1563,Non-melanoma skin cancer (rare types),2016,Females,before age 30,0.0028,n.p.,Diagnosis
1565,Non-melanoma skin cancer (rare types),2016,Females,before age 40,0.0063,n.p.,Diagnosis
1567,Non-melanoma skin cancer (rare types),2016,Females,before age 50,0.0123,"8,162",Diagnosis
1569,Non-melanoma skin cancer (rare types),2016,Females,before age 60,0.0298,"3,353",Diagnosis
1571,Non-melanoma skin cancer (rare types),2016,Females,before age 70,0.0737,"1,357",Diagnosis
1573,Non-melanoma skin cancer (rare types),2016,Females,before age 80,0.162,617,Diagnosis
1575,Non-melanoma skin cancer (rare types),2016,Females,before age 90,0.2999,333,Diagnosis
1578,Non-melanoma skin cancer (rare types),2016,Persons,before age 10,0.0,. .,Diagnosis
1580,Non-melanoma skin cancer (rare types),2016,Persons,before age 20,0.0003,n.p.,Diagnosis
1582,Non-melanoma skin cancer (rare types),2016,Persons,before age 30,0.0023,n.p.,Diagnosis
1584,Non-melanoma skin cancer (rare types),2016,Persons,before age 40,0.0049,n.p.,Diagnosis
1586,Non-melanoma skin cancer (rare types),2016,Persons,before age 50,0.0137,"7,306",Diagnosis
1588,Non-melanoma skin cancer (rare types),2016,Persons,before age 60,0.039,"2,565",Diagnosis
1590,Non-melanoma skin cancer (rare types),2016,Persons,before age 70,0.1019,981,Diagnosis
1592,Non-melanoma skin cancer (rare types),2016,Persons,before age 80,0.2444,409,Diagnosis
1594,Non-melanoma skin cancer (rare types),2016,Persons,before age 90,0.4525,221,Diagnosis
1597,Non-melanoma skin cancer (rare types),2017,Males,before age 10,0.0,. .,Diagnosis
1599,Non-melanoma skin cancer (rare types),2017,Males,before age 20,0.0,. .,Diagnosis
1601,Non-melanoma skin cancer (rare types),2017,Males,before age 30,0.0017,n.p.,Diagnosis
1603,Non-melanoma skin cancer (rare types),2017,Males,before age 40,0.0051,n.p.,Diagnosis
1605,Non-melanoma skin cancer (rare types),2017,Males,before age 50,0.0195,"5,132",Diagnosis
1607,Non-melanoma skin cancer (rare types),2017,Males,before age 60,0.0503,"1,990",Diagnosis
1609,Non-melanoma skin cancer (rare types),2017,Males,before age 70,0.1549,646,Diagnosis
1611,Non-melanoma skin cancer (rare types),2017,Males,before age 80,0.3776,265,Diagnosis
1613,Non-melanoma skin cancer (rare types),2017,Males,before age 90,0.6789,147,Diagnosis
1616,Non-melanoma skin cancer (rare types),2017,Females,before age 10,0.0,. .,Diagnosis
1618,Non-melanoma skin cancer (rare types),2017,Females,before age 20,0.0007,n.p.,Diagnosis
1620,Non-melanoma skin cancer (rare types),2017,Females,before age 30,0.0013,n.p.,Diagnosis
1622,Non-melanoma skin cancer (rare types),2017,Females,before age 40,0.0058,n.p.,Diagnosis
1624,Non-melanoma skin cancer (rare types),2017,Females,before age 50,0.0106,n.p.,Diagnosis
1626,Non-melanoma skin cancer (rare types),2017,Females,before age 60,0.0293,"3,418",Diagnosis
1628,Non-melanoma skin cancer (rare types),2017,Females,before age 70,0.0637,"1,569",Diagnosis
1630,Non-melanoma skin cancer (rare types),2017,Females,before age 80,0.1615,619,Diagnosis
1632,Non-melanoma skin cancer (rare types),2017,Females,before age 90,0.3538,283,Diagnosis
1635,Non-melanoma skin cancer (rare types),2017,Persons,before age 10,0.0,. .,Diagnosis
1637,Non-melanoma skin cancer (rare types),2017,Persons,before age 20,0.0003,n.p.,Diagnosis
1639,Non-melanoma skin cancer (rare types),2017,Persons,before age 30,0.0015,n.p.,Diagnosis
1641,Non-melanoma skin cancer (rare types),2017,Persons,before age 40,0.0054,n.p.,Diagnosis
1643,Non-melanoma skin cancer (rare types),2017,Persons,before age 50,0.015,"6,667",Diagnosis
1645,Non-melanoma skin cancer (rare types),2017,Persons,before age 60,0.0397,"2,519",Diagnosis
1647,Non-melanoma skin cancer (rare types),2017,Persons,before age 70,0.1095,913,Diagnosis
1649,Non-melanoma skin cancer (rare types),2017,Persons,before age 80,0.2713,369,Diagnosis
1651,Non-melanoma skin cancer (rare types),2017,Persons,before age 90,0.5168,193,Diagnosis
1654,Non-melanoma skin cancer (rare types),2018,Males,before age 10,0.0,. .,Diagnosis
1656,Non-melanoma skin cancer (rare types),2018,Males,before age 20,0.0,. .,Diagnosis
1658,Non-melanoma skin cancer (rare types),2018,Males,before age 30,0.0011,n.p.,Diagnosis
1660,Non-melanoma skin cancer (rare types),2018,Males,before age 40,0.0067,n.p.,Diagnosis
1662,Non-melanoma skin cancer (rare types),2018,Males,before age 50,0.0157,"6,378",Diagnosis
1664,Non-melanoma skin cancer (rare types),2018,Males,before age 60,0.0431,"2,319",Diagnosis
1666,Non-melanoma skin cancer (rare types),2018,Males,before age 70,0.1044,957,Diagnosis
1668,Non-melanoma skin cancer (rare types),2018,Males,before age 80,0.2908,344,Diagnosis
1670,Non-melanoma skin cancer (rare types),2018,Males,before age 90,0.5783,173,Diagnosis
1673,Non-melanoma skin cancer (rare types),2018,Females,before age 10,0.0,. .,Diagnosis
1675,Non-melanoma skin cancer (rare types),2018,Females,before age 20,0.0007,n.p.,Diagnosis
1677,Non-melanoma skin cancer (rare types),2018,Females,before age 30,0.0012,n.p.,Diagnosis
1679,Non-melanoma skin cancer (rare types),2018,Females,before age 40,0.0034,n.p.,Diagnosis
1681,Non-melanoma skin cancer (rare types),2018,Females,before age 50,0.0087,n.p.,Diagnosis
1683,Non-melanoma skin cancer (rare types),2018,Females,before age 60,0.0323,"3,097",Diagnosis
1685,Non-melanoma skin cancer (rare types),2018,Females,before age 70,0.0738,"1,356",Diagnosis
1687,Non-melanoma skin cancer (rare types),2018,Females,before age 80,0.1511,662,Diagnosis
1689,Non-melanoma skin cancer (rare types),2018,Females,before age 90,0.3097,323,Diagnosis
1692,Non-melanoma skin cancer (rare types),2018,Persons,before age 10,0.0,. .,Diagnosis
1694,Non-melanoma skin cancer (rare types),2018,Persons,before age 20,0.0003,n.p.,Diagnosis
1696,Non-melanoma skin cancer (rare types),2018,Persons,before age 30,0.0012,n.p.,Diagnosis
1698,Non-melanoma skin cancer (rare types),2018,Persons,before age 40,0.005,n.p.,Diagnosis
1700,Non-melanoma skin cancer (rare types),2018,Persons,before age 50,0.0122,"8,207",Diagnosis
1702,Non-melanoma skin cancer (rare types),2018,Persons,before age 60,0.0377,"2,654",Diagnosis
1704,Non-melanoma skin cancer (rare types),2018,Persons,before age 70,0.0891,"1,122",Diagnosis
1706,Non-melanoma skin cancer (rare types),2018,Persons,before age 80,0.2223,450,Diagnosis
1708,Non-melanoma skin cancer (rare types),2018,Persons,before age 90,0.4437,225,Diagnosis
1711,Non-melanoma skin cancer (rare types),2019,Males,before age 10,0.0,. .,Diagnosis
1713,Non-melanoma skin cancer (rare types),2019,Males,before age 20,0.0,. .,Diagnosis
1715,Non-melanoma skin cancer (rare types),2019,Males,before age 30,0.0026,n.p.,Diagnosis
1717,Non-melanoma skin cancer (rare types),2019,Males,before age 40,0.0042,n.p.,Diagnosis
1719,Non-melanoma skin cancer (rare types),2019,Males,before age 50,0.0154,"6,492",Diagnosis
1721,Non-melanoma skin cancer (rare types),2019,Males,before age 60,0.0463,"2,160",Diagnosis
1723,Non-melanoma skin cancer (rare types),2019,Males,before age 70,0.1459,685,Diagnosis
1725,Non-melanoma skin cancer (rare types),2019,Males,before age 80,0.4,250,Diagnosis
1727,Non-melanoma skin cancer (rare types),2019,Males,before age 90,0.7785,128,Diagnosis
1730,Non-melanoma skin cancer (rare types),2019,Females,before age 10,0.0007,n.p.,Diagnosis
1732,Non-melanoma skin cancer (rare types),2019,Females,before age 20,0.002,n.p.,Diagnosis
1734,Non-melanoma skin cancer (rare types),2019,Females,before age 30,0.0031,n.p.,Diagnosis
1736,Non-melanoma skin cancer (rare types),2019,Females,before age 40,0.0036,n.p.,Diagnosis
1738,Non-melanoma skin cancer (rare types),2019,Females,before age 50,0.0101,n.p.,Diagnosis
1740,Non-melanoma skin cancer (rare types),2019,Females,before age 60,0.0211,"4,736",Diagnosis
1742,Non-melanoma skin cancer (rare types),2019,Females,before age 70,0.0771,"1,297",Diagnosis
1744,Non-melanoma skin cancer (rare types),2019,Females,before age 80,0.1765,567,Diagnosis
1746,Non-melanoma skin cancer (rare types),2019,Females,before age 90,0.35,286,Diagnosis
1749,Non-melanoma skin cancer (rare types),2019,Persons,before age 10,0.0003,n.p.,Diagnosis
1751,Non-melanoma skin cancer (rare types),2019,Persons,before age 20,0.001,n.p.,Diagnosis
1753,Non-melanoma skin cancer (rare types),2019,Persons,before age 30,0.0028,n.p.,Diagnosis
1755,Non-melanoma skin cancer (rare types),2019,Persons,before age 40,0.0039,n.p.,Diagnosis
1757,Non-melanoma skin cancer (rare types),2019,Persons,before age 50,0.0127,"7,870",Diagnosis
1759,Non-melanoma skin cancer (rare types),2019,Persons,before age 60,0.0336,"2,974",Diagnosis
1761,Non-melanoma skin cancer (rare types),2019,Persons,before age 70,0.1114,897,Diagnosis
1763,Non-melanoma skin cancer (rare types),2019,Persons,before age 80,0.2902,345,Diagnosis
1765,Non-melanoma skin cancer (rare types),2019,Persons,before age 90,0.5649,177,Diagnosis
1768,Non-melanoma skin cancer (rare types),2020,Males,before age 10,0.0,. .,Diagnosis
1770,Non-melanoma skin cancer (rare types),2020,Males,before age 20,0.0,. .,Diagnosis
1772,Non-melanoma skin cancer (rare types),2020,Males,before age 30,0.0016,n.p.,Diagnosis
1774,Non-melanoma skin cancer (rare types),2020,Males,before age 40,0.0042,n.p.,Diagnosis
1776,Non-melanoma skin cancer (rare types),2020,Males,before age 50,0.0149,"6,706",Diagnosis
1778,Non-melanoma skin cancer (rare types),2020,Males,before age 60,0.0516,"1,940",Diagnosis
1780,Non-melanoma skin cancer (rare types),2020,Males,before age 70,0.149,671,Diagnosis
1782,Non-melanoma skin cancer (rare types),2020,Males,before age 80,0.4302,232,Diagnosis
1784,Non-melanoma skin cancer (rare types),2020,Males,before age 90,0.793,126,Diagnosis
1787,Non-melanoma skin cancer (rare types),2020,Females,before age 10,0.0007,n.p.,Diagnosis
1789,Non-melanoma skin cancer (rare types),2020,Females,before age 20,0.0007,n.p.,Diagnosis
1791,Non-melanoma skin cancer (rare types),2020,Females,before age 30,0.0018,n.p.,Diagnosis
1793,Non-melanoma skin cancer (rare types),2020,Females,before age 40,0.005,n.p.,Diagnosis
1795,Non-melanoma skin cancer (rare types),2020,Females,before age 50,0.0115,"8,728",Diagnosis
1797,Non-melanoma skin cancer (rare types),2020,Females,before age 60,0.026,"3,850",Diagnosis
1799,Non-melanoma skin cancer (rare types),2020,Females,before age 70,0.0661,"1,514",Diagnosis
1801,Non-melanoma skin cancer (rare types),2020,Females,before age 80,0.1781,561,Diagnosis
1803,Non-melanoma skin cancer (rare types),2020,Females,before age 90,0.3341,299,Diagnosis
1806,Non-melanoma skin cancer (rare types),2020,Persons,before age 10,0.0003,n.p.,Diagnosis
1808,Non-melanoma skin cancer (rare types),2020,Persons,before age 20,0.0003,n.p.,Diagnosis
1810,Non-melanoma skin cancer (rare types),2020,Persons,before age 30,0.0017,n.p.,Diagnosis
1812,Non-melanoma skin cancer (rare types),2020,Persons,before age 40,0.0046,n.p.,Diagnosis
1814,Non-melanoma skin cancer (rare types),2020,Persons,before age 50,0.0132,"7,599",Diagnosis
1816,Non-melanoma skin cancer (rare types),2020,Persons,before age 60,0.0387,"2,585",Diagnosis
1818,Non-melanoma skin cancer (rare types),2020,Persons,before age 70,0.1073,932,Diagnosis
1820,Non-melanoma skin cancer (rare types),2020,Persons,before age 80,0.3059,327,Diagnosis
1822,Non-melanoma skin cancer (rare types),2020,Persons,before age 90,0.5638,177,Diagnosis
1825,Non-melanoma skin cancer (rare types),2021,Males,before age 10,0.0,. .,Diagnosis
1827,Non-melanoma skin cancer (rare types),2021,Males,before age 20,0.0,. .,Diagnosis
1829,Non-melanoma skin cancer (rare types),2021,Males,before age 30,0.0016,n.p.,Diagnosis
1831,Non-melanoma skin cancer (rare types),2021,Males,before age 40,0.0048,n.p.,Diagnosis
1833,Non-melanoma skin cancer (rare types),2021,Males,before age 50,0.0166,"6,010",Diagnosis
1835,Non-melanoma skin cancer (rare types),2021,Males,before age 60,0.0501,"1,997",Diagnosis
1837,Non-melanoma skin cancer (rare types),2021,Males,before age 70,0.1449,690,Diagnosis
1839,Non-melanoma skin cancer (rare types),2021,Males,before age 80,0.4047,247,Diagnosis
1841,Non-melanoma skin cancer (rare types),2021,Males,before age 90,0.782,128,Diagnosis
1844,Non-melanoma skin cancer (rare types),2021,Females,before age 10,0.0007,n.p.,Diagnosis
1846,Non-melanoma skin cancer (rare types),2021,Females,before age 20,0.0014,n.p.,Diagnosis
1848,Non-melanoma skin cancer (rare types),2021,Females,before age 30,0.0031,n.p.,Diagnosis
1850,Non-melanoma skin cancer (rare types),2021,Females,before age 40,0.0062,n.p.,Diagnosis
1852,Non-melanoma skin cancer (rare types),2021,Females,before age 50,0.0127,"7,867",Diagnosis
1854,Non-melanoma skin cancer (rare types),2021,Females,before age 60,0.029,"3,452",Diagnosis
1856,Non-melanoma skin cancer (rare types),2021,Females,before age 70,0.0783,"1,277",Diagnosis
1858,Non-melanoma skin cancer (rare types),2021,Females,before age 80,0.1806,554,Diagnosis
1860,Non-melanoma skin cancer (rare types),2021,Females,before age 90,0.3626,276,Diagnosis
1863,Non-melanoma skin cancer (rare types),2021,Persons,before age 10,0.0003,n.p.,Diagnosis
1865,Non-melanoma skin cancer (rare types),2021,Persons,before age 20,0.0007,n.p.,Diagnosis
1867,Non-melanoma skin cancer (rare types),2021,Persons,before age 30,0.0023,n.p.,Diagnosis
1869,Non-melanoma skin cancer (rare types),2021,Persons,before age 40,0.0055,"18,264",Diagnosis
1871,Non-melanoma skin cancer (rare types),2021,Persons,before age 50,0.0146,"6,833",Diagnosis
1873,Non-melanoma skin cancer (rare types),2021,Persons,before age 60,0.0395,"2,534",Diagnosis
1875,Non-melanoma skin cancer (rare types),2021,Persons,before age 70,0.1114,898,Diagnosis
1877,Non-melanoma skin cancer (rare types),2021,Persons,before age 80,0.2941,340,Diagnosis
1879,Non-melanoma skin cancer (rare types),2021,Persons,before age 90,0.5734,174,Diagnosis
1882,Non-melanoma skin cancer (rare types),2022,Males,before age 10,0.0,. .,Diagnosis
1884,Non-melanoma skin cancer (rare types),2022,Males,before age 20,0.0,. .,Diagnosis
1886,Non-melanoma skin cancer (rare types),2022,Males,before age 30,0.0016,n.p.,Diagnosis
1888,Non-melanoma skin cancer (rare types),2022,Males,before age 40,0.0047,n.p.,Diagnosis
1890,Non-melanoma skin cancer (rare types),2022,Males,before age 50,0.0166,"6,038",Diagnosis
1892,Non-melanoma skin cancer (rare types),2022,Males,before age 60,0.0504,"1,983",Diagnosis
1894,Non-melanoma skin cancer (rare types),2022,Males,before age 70,0.1464,683,Diagnosis
1896,Non-melanoma skin cancer (rare types),2022,Males,before age 80,0.4109,243,Diagnosis
1898,Non-melanoma skin cancer (rare types),2022,Males,before age 90,0.7819,128,Diagnosis
1901,Non-melanoma skin cancer (rare types),2022,Females,before age 10,0.0007,n.p.,Diagnosis
1903,Non-melanoma skin cancer (rare types),2022,Females,before age 20,0.0013,n.p.,Diagnosis
1905,Non-melanoma skin cancer (rare types),2022,Females,before age 30,0.0031,n.p.,Diagnosis
1907,Non-melanoma skin cancer (rare types),2022,Females,before age 40,0.0062,n.p.,Diagnosis
1909,Non-melanoma skin cancer (rare types),2022,Females,before age 50,0.0126,"7,932",Diagnosis
1911,Non-melanoma skin cancer (rare types),2022,Females,before age 60,0.0293,"3,417",Diagnosis
1913,Non-melanoma skin cancer (rare types),2022,Females,before age 70,0.0801,"1,248",Diagnosis
1915,Non-melanoma skin cancer (rare types),2022,Females,before age 80,0.1833,545,Diagnosis
1917,Non-melanoma skin cancer (rare types),2022,Females,before age 90,0.3637,275,Diagnosis
1920,Non-melanoma skin cancer (rare types),2022,Persons,before age 10,0.0003,n.p.,Diagnosis
1922,Non-melanoma skin cancer (rare types),2022,Persons,before age 20,0.0007,n.p.,Diagnosis
1924,Non-melanoma skin cancer (rare types),2022,Persons,before age 30,0.0023,n.p.,Diagnosis
1926,Non-melanoma skin cancer (rare types),2022,Persons,before age 40,0.0054,"18,455",Diagnosis
1928,Non-melanoma skin cancer (rare types),2022,Persons,before age 50,0.0145,"6,875",Diagnosis
1930,Non-melanoma skin cancer (rare types),2022,Persons,before age 60,0.0398,"2,514",Diagnosis
1932,Non-melanoma skin cancer (rare types),2022,Persons,before age 70,0.113,885,Diagnosis
1934,Non-melanoma skin cancer (rare types),2022,Persons,before age 80,0.2987,335,Diagnosis
1936,Non-melanoma skin cancer (rare types),2022,Persons,before age 90,0.576,174,Diagnosis
1939,Non-melanoma skin cancer (rare types),2023,Males,before age 10,0.0,. .,Diagnosis
1941,Non-melanoma skin cancer (rare types),2023,Males,before age 20,0.0,. .,Diagnosis
1943,Non-melanoma skin cancer (rare types),2023,Males,before age 30,0.0015,n.p.,Diagnosis
1945,Non-melanoma skin cancer (rare types),2023,Males,before age 40,0.0046,n.p.,Diagnosis
1947,Non-melanoma skin cancer (rare types),2023,Males,before age 50,0.0168,"5,958",Diagnosis
1949,Non-melanoma skin cancer (rare types),2023,Males,before age 60,0.0507,"1,972",Diagnosis
1951,Non-melanoma skin cancer (rare types),2023,Males,before age 70,0.1496,668,Diagnosis
1953,Non-melanoma skin cancer (rare types),2023,Males,before age 80,0.428,234,Diagnosis
1955,Non-melanoma skin cancer (rare types),2023,Males,before age 90,0.8397,119,Diagnosis
1958,Non-melanoma skin cancer (rare types),2023,Females,before age 10,0.0007,n.p.,Diagnosis
1960,Non-melanoma skin cancer (rare types),2023,Females,before age 20,0.0013,n.p.,Diagnosis
1962,Non-melanoma skin cancer (rare types),2023,Females,before age 30,0.003,n.p.,Diagnosis
1964,Non-melanoma skin cancer (rare types),2023,Females,before age 40,0.006,n.p.,Diagnosis
1966,Non-melanoma skin cancer (rare types),2023,Females,before age 50,0.0117,"8,540",Diagnosis
1968,Non-melanoma skin cancer (rare types),2023,Females,before age 60,0.0283,"3,539",Diagnosis
1970,Non-melanoma skin cancer (rare types),2023,Females,before age 70,0.081,"1,235",Diagnosis
1972,Non-melanoma skin cancer (rare types),2023,Females,before age 80,0.1882,531,Diagnosis
1974,Non-melanoma skin cancer (rare types),2023,Females,before age 90,0.3813,262,Diagnosis
1977,Non-melanoma skin cancer (rare types),2023,Persons,before age 10,0.0003,n.p.,Diagnosis
1979,Non-melanoma skin cancer (rare types),2023,Persons,before age 20,0.0006,n.p.,Diagnosis
1981,Non-melanoma skin cancer (rare types),2023,Persons,before age 30,0.0022,n.p.,Diagnosis
1983,Non-melanoma skin cancer (rare types),2023,Persons,before age 40,0.0052,"19,121",Diagnosis
1985,Non-melanoma skin cancer (rare types),2023,Persons,before age 50,0.0142,"7,039",Diagnosis
1987,Non-melanoma skin cancer (rare types),2023,Persons,before age 60,0.0394,"2,537",Diagnosis
1989,Non-melanoma skin cancer (rare types),2023,Persons,before age 70,0.115,869,Diagnosis
1991,Non-melanoma skin cancer (rare types),2023,Persons,before age 80,0.3091,324,Diagnosis
1993,Non-melanoma skin cancer (rare types),2023,Persons,before age 90,0.6123,163,Diagnosis
1996,Non-melanoma skin cancer (rare types),2024,Males,before age 10,0.0,. .,Diagnosis
1998,Non-melanoma skin cancer (rare types),2024,Males,before age 20,0.0,. .,Diagnosis
2000,Non-melanoma skin cancer (rare types),2024,Males,before age 30,0.0015,n.p.,Diagnosis
2002,Non-melanoma skin cancer (rare types),2024,Males,before age 40,0.0045,n.p.,Diagnosis
2004,Non-melanoma skin cancer (rare types),2024,Males,before age 50,0.0165,"6,053",Diagnosis
2006,Non-melanoma skin cancer (rare types),2024,Males,before age 60,0.0507,"1,971",Diagnosis
2008,Non-melanoma skin cancer (rare types),2024,Males,before age 70,0.1519,658,Diagnosis
2010,Non-melanoma skin cancer (rare types),2024,Males,before age 80,0.4407,227,Diagnosis
2012,Non-melanoma skin cancer (rare types),2024,Males,before age 90,0.8713,115,Diagnosis
2015,Non-melanoma skin cancer (rare types),2024,Females,before age 10,0.0007,n.p.,Diagnosis
2017,Non-melanoma skin cancer (rare types),2024,Females,before age 20,0.0013,n.p.,Diagnosis
2019,Non-melanoma skin cancer (rare types),2024,Females,before age 30,0.0029,n.p.,Diagnosis
2021,Non-melanoma skin cancer (rare types),2024,Females,before age 40,0.0059,n.p.,Diagnosis
2023,Non-melanoma skin cancer (rare types),2024,Females,before age 50,0.012,"8,333",Diagnosis
2025,Non-melanoma skin cancer (rare types),2024,Females,before age 60,0.029,"3,451",Diagnosis
2027,Non-melanoma skin cancer (rare types),2024,Females,before age 70,0.0831,"1,203",Diagnosis
2029,Non-melanoma skin cancer (rare types),2024,Females,before age 80,0.1928,519,Diagnosis
2031,Non-melanoma skin cancer (rare types),2024,Females,before age 90,0.3928,255,Diagnosis
2034,Non-melanoma skin cancer (rare types),2024,Persons,before age 10,0.0003,n.p.,Diagnosis
2036,Non-melanoma skin cancer (rare types),2024,Persons,before age 20,0.0006,n.p.,Diagnosis
2038,Non-melanoma skin cancer (rare types),2024,Persons,before age 30,0.0022,n.p.,Diagnosis
2040,Non-melanoma skin cancer (rare types),2024,Persons,before age 40,0.0052,"19,371",Diagnosis
2042,Non-melanoma skin cancer (rare types),2024,Persons,before age 50,0.0142,"7,033",Diagnosis
2044,Non-melanoma skin cancer (rare types),2024,Persons,before age 60,0.0398,"2,514",Diagnosis
2046,Non-melanoma skin cancer (rare types),2024,Persons,before age 70,0.1173,853,Diagnosis
2048,Non-melanoma skin cancer (rare types),2024,Persons,before age 80,0.3175,315,Diagnosis
2050,Non-melanoma skin cancer (rare types),2024,Persons,before age 90,0.6338,158,Diagnosis
2071,Melanoma of the skin,2007,Males,before age 10,0.0,. .,Death
2073,Melanoma of the skin,2007,Males,before age 20,0.0,. .,Death
2075,Melanoma of the skin,2007,Males,before age 30,0.0067,n.p.,Death
2077,Melanoma of the skin,2007,Males,before age 40,0.0227,"4,403",Death
2079,Melanoma of the skin,2007,Males,before age 50,0.0696,"1,436",Death
2081,Melanoma of the skin,2007,Males,before age 60,0.1661,602,Death
2083,Melanoma of the skin,2007,Males,before age 70,0.3305,303,Death
2085,Melanoma of the skin,2007,Males,before age 80,0.6373,157,Death
2087,Melanoma of the skin,2007,Males,before age 90,0.9505,105,Death
2090,Melanoma of the skin,2007,Females,before age 10,0.0,. .,Death
2092,Melanoma of the skin,2007,Females,before age 20,0.0007,n.p.,Death
2094,Melanoma of the skin,2007,Females,before age 30,0.0105,n.p.,Death
2096,Melanoma of the skin,2007,Females,before age 40,0.0222,"4,512",Death
2098,Melanoma of the skin,2007,Females,before age 50,0.0492,"2,033",Death
